track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness
2wQrDUl5XnQFZJfgMGLAEN5FMHJtu09ynyNX9hxg4uLs,0.046,-11.909,-0.0011,0.025,0.0761,-0.164,-0.0353
2wQrDUl5XnQFZJfgMGLAEN63TF8iyjJsnnwGF2ME4D2U,0.046,-11.898,-0.001,0.024,0.0761,-0.164,-0.0353
2wQrDUl5XnQFZJfgMGLAEN0k2B2papE43YAnmZ7fuwEK,0.025,-2.403,0.0094,-0.045,0.0931,-0.088,-0.1162
2wQrDUl5XnQFZJfgMGLAEN1nnwbpRpPrnA2zoCGbxaQl,-0.125,10.614,-0.0019,-0.062,-0.0259,-0.156,-0.058
0sNTzDakngdNXzJe2sUdsH1Ce8i9lIqBXsgmEbx7J9qT,-0.047,-12.995,-0.0005,-0.057,0.2231,-0.124,0.047
0sNTzDakngdNXzJe2sUdsH2l3hlFTS3fVvVHmnBY1ry6,-0.185,-8.172,0.0085,-0.033,-0.0028,-0.194,0.133
0sNTzDakngdNXzJe2sUdsH3yHtLu2Agh5KZ8RoxGUyGW,-0.124,5.758,0.0142,-0.057,-0.0286,0.03,0.44
0sNTzDakngdNXzJe2sUdsH2tKF1DS13yhCoxona3W1YL,0.024,-15.072,-0.0008,-0.003,0.0104,-0.008,-0.0307
0sNTzDakngdNXzJe2sUdsH1tNdYleRmGeWJYbswpfKHQ,0.064,-12.772,-0.0025,0.035,0.6621,-0.189,0.247
0sNTzDakngdNXzJe2sUdsH7e2kkFgslZeOzivo6u0zhq,0.136,3.999,0.0005,-0.033,0.0225,-0.221,-0.0546
0sNTzDakngdNXzJe2sUdsH66rxCPAonImVG3M4cwayKj,0.062,10.551,0.0016,0.082,0.2681,0.128,0.111
0sNTzDakngdNXzJe2sUdsH52gm9sNXLYw4siPVLaaqKD,0.124,-14.228,0.0021,-0.046,0.2461,-0.25,-0.0579
0sNTzDakngdNXzJe2sUdsH11yK5THhtXPE8YljJv7OnQ,0.024,-15.072,-0.0008,-0.003,0.0104,-0.008,-0.0307
0sNTzDakngdNXzJe2sUdsH75rH9d5xAQiXg5ND3UdMkM,0.154,-3.981,0.0049,-0.163,0.1061,-0.116,-0.0552
0sNTzDakngdNXzJe2sUdsH3eHfjaNCkIARjLIfAe9baD,-0.151,24.573,-0.0009,-0.062,0.6681,-0.062,-0.103
0sNTzDakngdNXzJe2sUdsH18k0CHUHOC2GedYZqbUkMv,-0.079,-13.741,-0.0009,-0.011,-0.0251,-0.236,0.389
0sNTzDakngdNXzJe2sUdsH5TGmRXrxL2zQjD1DI0lneV,0.062,10.551,0.0016,0.082,0.2681,0.128,0.111
0sNTzDakngdNXzJe2sUdsH48jKuINsTpLupxmGJTVK2y,0.064,-12.772,-0.0025,0.035,0.6621,-0.189,0.247
0sNTzDakngdNXzJe2sUdsH23yCrUSSFNtQjFINb3S45W,-0.088,-13.74,-0.0006,-0.015,-0.0252,-0.245,0.428
0sNTzDakngdNXzJe2sUdsH5FMHJtu09ynyNX9hxg4uLs,0.046,-11.909,-0.0011,0.025,0.0761,-0.164,-0.0353
0sNTzDakngdNXzJe2sUdsH63TF8iyjJsnnwGF2ME4D2U,0.046,-11.898,-0.001,0.024,0.0761,-0.164,-0.0353
0sNTzDakngdNXzJe2sUdsH0k2B2papE43YAnmZ7fuwEK,0.025,-2.403,0.0094,-0.045,0.0931,-0.088,-0.1162
0sNTzDakngdNXzJe2sUdsH1nnwbpRpPrnA2zoCGbxaQl,-0.125,10.614,-0.0019,-0.062,-0.0259,-0.156,-0.058
6dO7oearT5W5sZylLjLkXC0218TveXJ1Qh0kLzA1KibC,-0.005,-3.479,-0.0028,-0.119,0.1505,-0.007,-0.3488
6dO7oearT5W5sZylLjLkXC3yv6gbRKu5264rLq1yrFVs,-0.079,-1.487,-0.0047,-0.08,0.2885,0.109,0.387
6dO7oearT5W5sZylLjLkXC2lNirKhixaexHec7EnmX89,-0.003,-4.635,-0.0131,-0.096,0.6905,-0.123,-0.014
6dO7oearT5W5sZylLjLkXC3jYFqzv0BalYsdlePnTLSe,-0.023,7.585,-0.0168,-0.069,0.5475,0.0,0.456
6dO7oearT5W5sZylLjLkXC7r8DGBQogC1sT2M5ByCJen,-0.059,-1.244,-0.0383,0.025,0.07,0.022,0.294
6dO7oearT5W5sZylLjLkXC28D26TNT58VokVcTyKDAEf,-0.092,-1.007,-0.0231,-0.068,0.2895,-0.224,-0.078
6dO7oearT5W5sZylLjLkXC4c3ucuKsBjcXO03yb6bTM3,-0.069,-2.394,-0.0093,-0.061,0.8035,-0.141,0.413
6dO7oearT5W5sZylLjLkXC5z8GY6I6NMgmw5ELE668BU,-0.075,5.443,-0.0299,0.001,0.3605,-0.05,0.319
2eONaQ4OgKYhFgBTXv2fig0218TveXJ1Qh0kLzA1KibC,0.062,-4.82,0.0197,-0.164,-0.322,0.039,-0.8368
2eONaQ4OgKYhFgBTXv2fig3yv6gbRKu5264rLq1yrFVs,-0.012,-2.828,0.0178,-0.125,-0.184,0.155,-0.101
2eONaQ4OgKYhFgBTXv2fig2lNirKhixaexHec7EnmX89,0.064,-5.976,0.0094,-0.141,0.218,-0.077,-0.502
2eONaQ4OgKYhFgBTXv2fig3jYFqzv0BalYsdlePnTLSe,0.044,6.244,0.0057,-0.114,0.075,0.046,-0.032
2eONaQ4OgKYhFgBTXv2fig7r8DGBQogC1sT2M5ByCJen,0.008,-2.585,-0.0158,-0.02,-0.4025,0.068,-0.194
2eONaQ4OgKYhFgBTXv2fig28D26TNT58VokVcTyKDAEf,-0.025,-2.348,-0.0006,-0.113,-0.183,-0.178,-0.566
2eONaQ4OgKYhFgBTXv2fig4c3ucuKsBjcXO03yb6bTM3,-0.002,-3.735,0.0132,-0.106,0.331,-0.095,-0.075
2eONaQ4OgKYhFgBTXv2fig5z8GY6I6NMgmw5ELE668BU,-0.008,4.102,-0.0074,-0.044,-0.112,-0.004,-0.169
3DvxgJPoZLa0eT5kEQLC9H4BO9YaefN3fsm5KwgTuayY,-0.02,5.76,-0.0017,0.041,0.0027,0.023,-0.32
3DvxgJPoZLa0eT5kEQLC9H2Q0qB5JbOwNPBZNJh8tMWf,0.082,-0.839,0.0039,-0.016,-0.0058,0.108,-0.165
0c2DAekH6ZEnHhf8dM1leK608a9hT6dpN5PlyKUcwJnC,-0.181,68.557,0.0011,-0.007,0.0,0.02,-0.565
4YLvRJgUULsHaYILrMRL7s2bfhK8nD4HioihYdIWcsDH,-0.042,-85.406,-0.0611,0.147,0.0,0.146,0.5503
2jL5XIJQdNc5XgQgAnL8rE0zH9oImgiED80etVVH7XVz,-0.015,57.728,0.0031,0.027,0.0,0.009,0.0015
3OD09tUZd9DABEm0iHRWP60zH9oImgiED80etVVH7XVz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4lnZUUbZaRE2DC8QsMITHo0zH9oImgiED80etVVH7XVz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4MXT19ft9YQLhnrnZ8mUr90zH9oImgiED80etVVH7XVz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7BkAlVpGwXXl3sYNn5OoJ76QU8kwWWVvDsNFFyoAsY0Q,0.358,21.359,0.0752,-0.15,0.0001,0.034,-0.267
7BkAlVpGwXXl3sYNn5OoJ74cjMXe7SzD6aTqmscIhSmc,0.376,15.608,0.0181,0.06,0.36,-0.097,-0.111
6EIQ1WCewMDSxF9XV2hD3z2SAkZLaPirz7Fr6Y7iqVUj,-0.263,26.669,-0.0533,-0.215,0.11,-0.095,-0.1619
6EIQ1WCewMDSxF9XV2hD3z6ZyzLdeN89n4oRUFKI7bY7,0.124,17.449,0.033,-0.163,-0.022,-0.02,-0.1591
6EIQ1WCewMDSxF9XV2hD3z0MUIfyz89nDKN0w7s8raUV,-0.067,10.789,-0.049,-0.182,0.362,-0.178,-0.1628
6EIQ1WCewMDSxF9XV2hD3z3ATzlNIW64A5thrtjmc3Vo,0.124,17.992,-0.0174,-0.292,-0.0706,-0.199,-0.1552
6EIQ1WCewMDSxF9XV2hD3z5zsGgZfB6Opw8uCvpnYD0F,0.102,10.535,-0.0243,-0.224,-0.1466,-0.044,-0.1028
1VepT9Uc2U7FyFmup1UYG965V0dibLbA0A99NLMASzs0,0.16,-6.027,0.0337,-0.163,-0.0005,-0.168,-0.2587
1VepT9Uc2U7FyFmup1UYG95jbLbmfmh8lJDDP1ZdR0YS,0.149,-6.638,0.0085,-0.118,-0.0005,-0.076,-0.2316
1VepT9Uc2U7FyFmup1UYG92yxskIXOxi9Fq8DQ51eQAh,0.143,-5.936,0.017,-0.096,-0.0005,-0.077,-0.2347
1VepT9Uc2U7FyFmup1UYG91ID6jJoXWqmZCOhpxS1nmf,0.184,-6.656,0.0659,-0.18,-0.0006,-0.099,-0.2821
1VepT9Uc2U7FyFmup1UYG96QELbMrrGzW8gCbmevLzvG,0.199,-6.451,0.0414,-0.239,0.0,-0.102,-0.2979
1VepT9Uc2U7FyFmup1UYG96xJHckIUGCZceh7HPP8ux5,0.199,-6.451,0.0414,-0.239,0.0,-0.102,-0.2979
1VepT9Uc2U7FyFmup1UYG95mFriUGjeRr5MItGIt6KFN,0.129,-9.561,0.0179,-0.098,0.0136,-0.082,-0.2884
1HLqkLuJA4sOC2aSrqwBPi65V0dibLbA0A99NLMASzs0,0.16,-6.027,0.0225,-0.164,-0.0005,-0.155,-0.2587
1HLqkLuJA4sOC2aSrqwBPi5jbLbmfmh8lJDDP1ZdR0YS,0.149,-6.638,-0.0027,-0.119,-0.0005,-0.063,-0.2316
1HLqkLuJA4sOC2aSrqwBPi2yxskIXOxi9Fq8DQ51eQAh,0.143,-5.936,0.0058,-0.097,-0.0005,-0.064,-0.2347
1HLqkLuJA4sOC2aSrqwBPi1ID6jJoXWqmZCOhpxS1nmf,0.184,-6.656,0.0547,-0.181,-0.0006,-0.086,-0.2821
1HLqkLuJA4sOC2aSrqwBPi6QELbMrrGzW8gCbmevLzvG,0.199,-6.451,0.0302,-0.24,0.0,-0.089,-0.2979
1HLqkLuJA4sOC2aSrqwBPi6xJHckIUGCZceh7HPP8ux5,0.199,-6.451,0.0302,-0.24,0.0,-0.089,-0.2979
1HLqkLuJA4sOC2aSrqwBPi5mFriUGjeRr5MItGIt6KFN,0.129,-9.561,0.0067,-0.099,0.0136,-0.069,-0.2884
1UchSftflHy1HP2cwpPvW12fhjhWwEy3KNEXtyY127Cm,0.075,-4.272,0.018,-0.062,0.0,-0.261,-0.1311
1UchSftflHy1HP2cwpPvW155TiT1hazcVdQvlBrRot4G,0.126,-6.48,0.0285,-0.085,0.0,-0.209,-0.1767
7nioph7ZP0D74XZnVIj9JC2fhjhWwEy3KNEXtyY127Cm,0.075,-4.272,0.018,-0.062,0.0,-0.261,-0.1311
7nioph7ZP0D74XZnVIj9JC55TiT1hazcVdQvlBrRot4G,0.126,-6.48,0.0285,-0.085,0.0,-0.209,-0.1767
35K3Lf0ueeQ38V3nJOJjuj4EsuEWMji0V2jMGyfFrkru,0.27,5.419,-0.0554,-0.058,-0.3592,0.028,0.371
35K3Lf0ueeQ38V3nJOJjuj1cIM5iqb7GMFR3NksFI8QA,0.119,13.566,-0.0563,-0.083,0.139,-0.033,0.374
35K3Lf0ueeQ38V3nJOJjuj0x2AQ02FLU02buQcWeTDvB,0.308,5.745,-0.0439,-0.057,-0.311,-0.042,-0.051
35K3Lf0ueeQ38V3nJOJjuj67aX18eHcD2l3LhuGHKQR0,0.334,6.543,-0.05,-0.127,0.016,0.093,0.301
35K3Lf0ueeQ38V3nJOJjuj3LKc0TfbCz9GEEJKW9uLTT,0.225,6.957,-0.0502,-0.033,-0.112,-0.035,0.183
35K3Lf0ueeQ38V3nJOJjuj0kvW4hFO18bXohVdxWHxPg,0.262,13.556,-0.0506,-0.072,0.0,-0.164,0.136
35K3Lf0ueeQ38V3nJOJjuj5ZNQs6w8hxDeGrbxa7VjL9,0.302,10.993,-0.0449,-0.032,0.224,0.045,0.255
35K3Lf0ueeQ38V3nJOJjuj2uQRICnQCAwn0ytP8zbxy2,0.335,7.293,-0.0542,-0.125,-0.149,0.085,0.234
35K3Lf0ueeQ38V3nJOJjuj60dpAPXLUH7QFtMgTKKIB6,0.306,14.102,-0.0519,-0.017,-0.049,0.085,0.202
35K3Lf0ueeQ38V3nJOJjuj5IPSpKv21cU9vFTnTOvSff,0.293,3.606,-0.0563,-0.091,0.129,0.05,0.421
35K3Lf0ueeQ38V3nJOJjuj4N29p0ArBrfoaz4AxBzNUj,0.244,9.411,-0.0518,-0.07,0.026,0.004,0.147
35K3Lf0ueeQ38V3nJOJjuj4NplaZHhUqxDDdUUp3R1OF,0.361,11.908,-0.0525,-0.135,-0.131,-0.021,-0.18
35K3Lf0ueeQ38V3nJOJjuj3AGrMGxYN0GdK1udO4QGWk,0.402,7.398,-0.0425,-0.103,-0.272,-0.13,-0.4771
35K3Lf0ueeQ38V3nJOJjuj4jVgJpLrKx3Wt3haZkIkoS,0.318,8.762,-0.0524,-0.096,0.251,-0.186,0.222
2kHK4PLfeUg3s8dmWiQKN35AquEmuSRxAIq26GyscGsy,0.0775,10.196,-0.0038,-0.02,-0.0005,0.0247,-0.065
5WzvMWs3IrIWnLL77XUmFI74Zd2dsIMJqLJmMXb1e0Ei,0.186,5.025,0.0798,-0.113,-0.0002,-0.345,0.2564
5WzvMWs3IrIWnLL77XUmFI2eQOTnIdn1kwhORg9HhUQI,0.158,39.725,0.0918,-0.243,-0.0001,-0.355,0.6814
5WzvMWs3IrIWnLL77XUmFI3oBZ5xTyAg4tFMFhg4RdLC,-0.054,29.073,0.0399,-0.355,0.8888,-0.306,0.6694
7s25THrKz86DM225dOYwnr74Zd2dsIMJqLJmMXb1e0Ei,0.314,4.811,0.072,-0.22,0.0,-0.377,0.102
7s25THrKz86DM225dOYwnr2eQOTnIdn1kwhORg9HhUQI,0.286,39.511,0.084,-0.35,0.0,-0.387,0.527
7s25THrKz86DM225dOYwnr3oBZ5xTyAg4tFMFhg4RdLC,0.074,28.859,0.0321,-0.462,0.889,-0.338,0.515
7yHVeXM6xN6nWKvvyKuxvz6WjtfoQQWe30wd9LuMsaWI,0.12,23.585,-0.0035,-0.03,0.0183,0.0159,-0.085
0sQB7vU9UQ7LrOrOvqUWGB4iZfa1TKADNVEPW4NGn8JT,0.151,7.929,0.0246,-0.181,0.0033,-0.016,0.0963
0sQB7vU9UQ7LrOrOvqUWGB3ErMQNThnqkyE8pacVCKLI,0.195,4.376,0.0127,-0.173,0.0347,-0.069,-0.0547
0sQB7vU9UQ7LrOrOvqUWGB5rEJwvRLVKBhmzMascv0uN,0.152,-2.544,0.0031,-0.091,0.0002,-0.017,-0.0007
0sQB7vU9UQ7LrOrOvqUWGB7pPkYiGOEp35NztuUwPuV9,0.157,3.023,0.0024,-0.072,0.0419,-0.113,-0.0706
0sQB7vU9UQ7LrOrOvqUWGB0HLyPO1JZQ3UZFW6NovlsI,0.21,1.759,0.0145,-0.079,0.0002,-0.14,0.0853
0sQB7vU9UQ7LrOrOvqUWGB5kJRIgCpoYL9Ywv2gOlA0k,0.151,7.929,0.0246,-0.181,0.0033,-0.016,0.0963
20meXI93BMqHzaTg4Tlmuw4GmRJG2UbomCFu3lcXiypb,0.012,17.693,0.0065,-0.085,0.0201,-0.05,0.344
20meXI93BMqHzaTg4Tlmuw4VnK61WVKAB86aZ4JTXI0E,-0.066,9.994,-0.006,-0.028,0.4345,-0.066,0.368
20meXI93BMqHzaTg4Tlmuw3uQKWIFYOvTbcIzckXTVbL,0.037,10.561,0.0101,-0.053,-0.0106,-0.187,0.42
20meXI93BMqHzaTg4Tlmuw107ruqP7PvvGUxMgk5pbYF,0.096,9.354,0.1537,-0.133,0.2775,-0.248,-0.2953
20meXI93BMqHzaTg4Tlmuw1GBpG4BK8XRX5wZaBBfIli,0.101,11.633,0.0183,-0.041,-0.0042,-0.154,0.085
20meXI93BMqHzaTg4Tlmuw41SaZVMZbkjZ4bUE4dTqUC,0.064,11.076,0.0271,-0.016,0.1195,-0.126,0.181
5EQ2eFgKJtVffXdwpejnUk6pt8jHR4GEpmfgNmAspN3B,0.012,8.922,-0.0431,-0.094,-0.0245,0.231,-0.018
7rvGZDlfqCjY9EWEUg3Xs61c08u7xRMRSyU7H6ArhXKo,0.104,2.28,-0.0314,-0.279,-0.0954,-0.382,0.1142
7bYPSaKkmNOKttOsVgqaG81bvE0XCKLEtoymdmDDxMgO,-0.001,6.991,-0.1798,0.037,0.0001,0.209,-0.097
7bYPSaKkmNOKttOsVgqaG86s7wP0HQ5ZYInga08FOrxt,-0.043,0.809,-0.1894,0.279,0.0,0.705,-0.064
7bYPSaKkmNOKttOsVgqaG84sSbBE1OeeyVGVlII94W6Z,-0.028,-3.023,-0.138,0.174,0.0001,0.101,0.283
7bYPSaKkmNOKttOsVgqaG848nYPX4u6FwmQuc3mw5dmO,-0.147,-17.472,-0.2033,0.098,0.0001,0.226,-0.4376
7bYPSaKkmNOKttOsVgqaG81Xwg9ZpexyE1osG4H6rDbt,-0.047,-87.64,-0.098,0.102,0.0034,0.526,0.323
4ux9i2DZBS85NTssG8GlaJ0AGkJpAcM24loHpyEhAvJs,-0.186,-5.401,-0.0019,-0.105,-0.0663,-0.427,0.7163
4ux9i2DZBS85NTssG8GlaJ6z8cUSDb5b3aOyPBXWecmt,-0.008,-6.09,0.0011,-0.131,-0.1114,-0.239,0.6463
4ux9i2DZBS85NTssG8GlaJ16BqGBi2usgYaYXxBKh35e,-0.114,-0.113,0.0007,-0.059,-0.1078,-0.221,0.8073
4ux9i2DZBS85NTssG8GlaJ4oxG0unURlDffM7RFaZ70p,-0.359,-10.321,0.0009,-0.057,-0.0242,-0.524,0.8063
4ux9i2DZBS85NTssG8GlaJ5RqTq1Iq13FMsKWc6hyqwH,-0.204,-8.952,0.0021,-0.094,-0.1,-0.285,0.7433
4ux9i2DZBS85NTssG8GlaJ0OFDkkY1jeGGYgSbrEUZrk,-0.128,-2.415,-0.0006,-0.146,-0.0812,-0.367,0.7863
4ux9i2DZBS85NTssG8GlaJ2f87oS6Pn3mt1v8JXmj9cD,-0.041,-31.566,0.0032,-0.225,-0.0833,-0.155,0.2453
409p5xbocYqFOpUW9YJTl675dpQNVKUQRPkeaopKy5ji,-0.018,7.168,0.0183,-0.06,0.0,-0.086,-0.1121
552Lu4m9ZwoCXh8zWuO1FM0bIXcdPJWU4FgK0rVa93ZO,0.003,9.861,0.0053,-0.024,0.1954,0.053,0.013
3mMI4utz3S6y4T1hPx4xlj7FJFH850AMY0qIn0EIT9JU,-0.197,-1.734,-0.0301,0.019,-0.304,0.253,0.261
3mMI4utz3S6y4T1hPx4xlj3IOElL2HgwxBjIxRcuOJew,-0.069,-3.21,0.007,-0.057,-0.511,-0.078,0.109
3mMI4utz3S6y4T1hPx4xlj04LGbmdZ51KRKloW0NS0pi,-0.175,0.141,-0.0142,-0.023,-0.268,0.237,0.401
3mMI4utz3S6y4T1hPx4xlj3GseD6jFfB3sX42wV6T58j,-0.193,6.8,-0.0245,-0.008,-0.158,0.215,-0.027
1N9CMZgL7aM8fXpgg5ZWV11jxOIWC7dr0M7S0FVQU2Lz,0.154,9.765,-0.0187,-0.005,-0.15,-0.292,0.03
1N9CMZgL7aM8fXpgg5ZWV13PPZ9r1bhFFr1hxrhllEVU,0.233,-12.184,-0.0194,-0.003,0.076,0.029,0.321
1N9CMZgL7aM8fXpgg5ZWV13aqQsLmOr6nJEwTy50UVXK,0.375,6.295,-0.0008,-0.111,-0.8272,-0.313,-0.3161
1N9CMZgL7aM8fXpgg5ZWV15Qz6UhH4gYYRpkQOBDMmN5,0.32,7.242,-0.0125,-0.083,-0.009,-0.11,0.36
1N9CMZgL7aM8fXpgg5ZWV11Fibg5oYcfpe4m50Ml9aiA,0.383,14.826,-0.0026,-0.088,-0.463,-0.209,-0.3225
1N9CMZgL7aM8fXpgg5ZWV166OV0dhIqXRVb9df1pMysM,0.286,6.261,0.0041,-0.093,-0.538,-0.224,0.42
1N9CMZgL7aM8fXpgg5ZWV14LsAP2XSoirnJDY6dMgTMg,0.208,-4.036,-0.0057,-0.041,0.03,-0.018,0.463
1N9CMZgL7aM8fXpgg5ZWV10hKiAu0Oz1zInY1Hsg1aCs,0.205,19.483,0.0079,-0.052,-0.12,-0.321,0.052
1N9CMZgL7aM8fXpgg5ZWV10wliOSpoD7FrVyQWPHbXg0,0.321,23.034,-0.0069,-0.168,-0.106,-0.311,0.113
1N9CMZgL7aM8fXpgg5ZWV14VZ3i3N7X8v3yecgx0N0PA,-0.037,17.834,0.0026,0.001,-0.046,-0.121,0.379
1N9CMZgL7aM8fXpgg5ZWV140NO0VzJV2e8062FYsjiIg,0.267,17.868,-0.0015,-0.106,-0.274,-0.279,0.258
1N9CMZgL7aM8fXpgg5ZWV10hVNcJ72hSim4tjef7BrwK,0.413,25.132,0.0319,-0.159,-0.779,-0.517,-0.091
1N9CMZgL7aM8fXpgg5ZWV11wzuQF89xkH2PkfW0J9w72,0.147,3.846,-0.0214,-0.082,-0.159,-0.226,0.417
1N9CMZgL7aM8fXpgg5ZWV109cGmWcW4jfkArwAykOGww,0.115,29.493,-0.0125,-0.03,-0.69,-0.105,-0.159
1N9CMZgL7aM8fXpgg5ZWV15baDygH3UzvApZwLE3clT9,0.385,17.598,0.024,-0.124,-0.103,-0.384,0.217
1N9CMZgL7aM8fXpgg5ZWV15rjq7HVUuTbdVepoS8t1Lc,0.236,-4.328,0.007,-0.088,-0.083,-0.408,0.116
1N9CMZgL7aM8fXpgg5ZWV10fM2oc398NvPAPZhhGUiqX,0.297,-6.147,-0.0081,-0.085,-0.109,-0.107,0.377
4izvset7LvP5RSGfK3VSuq1jxOIWC7dr0M7S0FVQU2Lz,-0.168,-2.832,-0.0218,0.096,-0.129,-0.015,-0.441
4izvset7LvP5RSGfK3VSuq3PPZ9r1bhFFr1hxrhllEVU,-0.089,-24.781,-0.0225,0.098,0.097,0.306,-0.15
4izvset7LvP5RSGfK3VSuq3aqQsLmOr6nJEwTy50UVXK,0.053,-6.302,-0.0039,-0.01,-0.8062,-0.036,-0.7871
4izvset7LvP5RSGfK3VSuq5Qz6UhH4gYYRpkQOBDMmN5,-0.002,-5.355,-0.0156,0.018,0.012,0.167,-0.111
4izvset7LvP5RSGfK3VSuq1Fibg5oYcfpe4m50Ml9aiA,0.061,2.229,-0.0057,0.013,-0.442,0.068,-0.7935
4izvset7LvP5RSGfK3VSuq66OV0dhIqXRVb9df1pMysM,-0.036,-6.336,0.001,0.008,-0.517,0.053,-0.051
4izvset7LvP5RSGfK3VSuq4LsAP2XSoirnJDY6dMgTMg,-0.114,-16.633,-0.0088,0.06,0.051,0.259,-0.008
4izvset7LvP5RSGfK3VSuq0hKiAu0Oz1zInY1Hsg1aCs,-0.117,6.886,0.0048,0.049,-0.099,-0.044,-0.419
4izvset7LvP5RSGfK3VSuq0wliOSpoD7FrVyQWPHbXg0,-0.001,10.437,-0.01,-0.067,-0.085,-0.034,-0.358
4izvset7LvP5RSGfK3VSuq4VZ3i3N7X8v3yecgx0N0PA,-0.359,5.237,-0.0005,0.102,-0.025,0.156,-0.092
4izvset7LvP5RSGfK3VSuq40NO0VzJV2e8062FYsjiIg,-0.055,5.271,-0.0046,-0.005,-0.253,-0.002,-0.213
4izvset7LvP5RSGfK3VSuq0hVNcJ72hSim4tjef7BrwK,0.091,12.535,0.0288,-0.058,-0.758,-0.24,-0.562
4izvset7LvP5RSGfK3VSuq1wzuQF89xkH2PkfW0J9w72,-0.175,-8.751,-0.0245,0.019,-0.138,0.051,-0.054
4izvset7LvP5RSGfK3VSuq09cGmWcW4jfkArwAykOGww,-0.207,16.896,-0.0156,0.071,-0.669,0.172,-0.63
4izvset7LvP5RSGfK3VSuq5baDygH3UzvApZwLE3clT9,0.063,5.001,0.0209,-0.023,-0.082,-0.107,-0.254
4izvset7LvP5RSGfK3VSuq5rjq7HVUuTbdVepoS8t1Lc,-0.086,-16.925,0.0039,0.013,-0.062,-0.131,-0.355
4izvset7LvP5RSGfK3VSuq0fM2oc398NvPAPZhhGUiqX,-0.025,-18.744,-0.0112,0.016,-0.088,0.17,-0.094
68lDheG37K8grIm0rP4GMU5TFN9oyYQnwhtuPDeUW6rX,0.132,4.272,0.0024,-0.203,0.0237,-0.143,0.02
6MCUdqOifrEomDtrgZlJ8O1rBP5Wp1zTB5480DGi9hSG,0.149,92.281,0.0373,-0.164,0.1048,-0.002,0.2614
6MCUdqOifrEomDtrgZlJ8O3PG3PoH3Spp273eGk1YPqd,0.096,3.341,-0.0052,-0.008,-0.0001,0.003,-0.0522
6MCUdqOifrEomDtrgZlJ8O2Lt2IDovsSGvLRsO1H0SHt,0.125,85.547,-0.001,-0.15,0.0031,0.032,0.0684
6MCUdqOifrEomDtrgZlJ8O2XAokjvcfVsGlxvJqt9Lrm,0.191,91.591,-0.005,-0.117,0.0006,0.096,-0.0876
6MCUdqOifrEomDtrgZlJ8O6qpLHFdOU36wGVns0qD5XW,0.089,89.902,-0.0057,-0.159,0.0007,0.043,0.2354
6MCUdqOifrEomDtrgZlJ8O4eonGoWiqdxt3pmzJV2Mgs,0.193,86.622,0.0769,-0.143,0.0924,-0.104,0.0184
6MCUdqOifrEomDtrgZlJ8O5LJ4DSlC6yoChsLnbHsyeL,0.107,1.525,0.0035,-0.035,0.0022,0.241,0.5804
5Oh6H0pNvDgZqFYGmSBBPS1rBP5Wp1zTB5480DGi9hSG,-0.078,88.549,-0.0356,-0.075,0.105,0.157,0.2652
5Oh6H0pNvDgZqFYGmSBBPS3PG3PoH3Spp273eGk1YPqd,-0.131,-0.391,-0.0781,0.081,0.0001,0.162,-0.0484
5Oh6H0pNvDgZqFYGmSBBPS2Lt2IDovsSGvLRsO1H0SHt,-0.102,81.815,-0.0739,-0.061,0.0032,0.191,0.0722
5Oh6H0pNvDgZqFYGmSBBPS2XAokjvcfVsGlxvJqt9Lrm,-0.036,87.859,-0.0779,-0.028,0.0008,0.255,-0.0838
5Oh6H0pNvDgZqFYGmSBBPS6qpLHFdOU36wGVns0qD5XW,-0.138,86.17,-0.0786,-0.07,0.0009,0.202,0.2392
5Oh6H0pNvDgZqFYGmSBBPS4eonGoWiqdxt3pmzJV2Mgs,-0.034,82.89,0.004,-0.054,0.0926,0.055,0.0222
5Oh6H0pNvDgZqFYGmSBBPS5LJ4DSlC6yoChsLnbHsyeL,-0.12,-2.207,-0.0694,0.054,0.0024,0.4,0.5842
7AcfBtVaUefLhVA0pLkVA41kBOKx4fVuxgFbUiIewH2W,-0.002,1.349,-0.0292,-0.153,-0.176,-0.241,0.0064
5Hcc9MOGN5OVMozmgOr2Ji62rhf0gqmdN2ntJmXKabO8,0.377,5.919,0.0401,-0.3,0.0,0.058,-0.246
5Hcc9MOGN5OVMozmgOr2Ji6XrsnaF3npzSnzH6rY58Na,0.364,-0.311,-0.003,-0.118,0.0082,-0.012,-0.74
5Hcc9MOGN5OVMozmgOr2Ji0kRQ6m50fbRNIhdis2kUYs,0.424,-7.383,0.0047,-0.114,-3.94e-06,-0.08,-0.345
5Hcc9MOGN5OVMozmgOr2Ji191eAeNJHfRzhsC3vkJlkl,0.533,-4.574,0.0308,-0.214,-4.97e-06,-0.105,-0.493
5Hcc9MOGN5OVMozmgOr2Ji6vheeVhViYLZHUlE1VuezQ,0.262,-7.489,0.006,-0.19,-9.9e-06,-0.146,-0.229
5Hcc9MOGN5OVMozmgOr2Ji2KHacLT3Iskjb0bC0gWDVE,0.187,-2.369,0.0046,-0.071,0.0936,-0.058,-0.58
