track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness
2CUFj1kIMg9hVFSQwmNbXt2LeZEqb60KXBSIdPnkoDas,0.153,-1.726,0.0293,0.105,-0.7459,0.061,-0.51
2CUFj1kIMg9hVFSQwmNbXt3AB722hPBJGGltR5QOXIBx,0.15,1.105,0.012,-0.06,-0.204,0.232,-0.492
2CUFj1kIMg9hVFSQwmNbXt0x6LeX1nyw7pBgwThJYhQL,0.2,13.534,0.0411,-0.079,0.121,-0.117,-0.554
2CUFj1kIMg9hVFSQwmNbXt2b3xYyUCv5RkclitDePHw1,0.08,8.206,0.0111,-0.113,0.073,0.368,-0.314
2CUFj1kIMg9hVFSQwmNbXt1VIreWc66fWOlrZ8Po63jB,0.18,-2.296,0.0118,-0.138,-0.7721,0.129,-0.708
2CUFj1kIMg9hVFSQwmNbXt5lYz77m4NFEhiyVVnkqKJj,0.086,2.1,0.0059,-0.026,0.13,0.222,-0.273
2CUFj1kIMg9hVFSQwmNbXt5ecm7GKRun818D7MxMyFGR,0.12,-5.153,0.0043,-0.142,-0.7646,0.038,-0.708
2CUFj1kIMg9hVFSQwmNbXt47ZtNLeFy2CScnfGVj8FCy,0.095,-5.454,0.0043,-0.024,-0.7024,0.334,-0.7062
2CUFj1kIMg9hVFSQwmNbXt5MMSpfUHHSC3usv48eHyaH,0.112,1.945,0.0063,-0.15,0.075,0.198,-0.083
2CUFj1kIMg9hVFSQwmNbXt1hot1CbzE9NLg4OG9GvjXw,0.021,-0.823,-0.0019,-0.049,-0.371,0.076,-0.213
2CUFj1kIMg9hVFSQwmNbXt7J8zm30kDf0VWu8HgqBaLt,0.025,-8.866,0.0115,0.057,-0.555,0.259,-0.338
2CUFj1kIMg9hVFSQwmNbXt0vg82Pl4l583k14G7NTHqf,-0.011,3.936,0.0059,-0.037,0.023,-0.071,-0.179
2CUFj1kIMg9hVFSQwmNbXt0hG8rU9IZZOKovb2e0gOet,0.127,-5.23,-0.0001,-0.004,-0.024,0.36,-0.14
2SbnSPLltgmScvZVI0OcRF0mhzu24T3SIwjXywRmZ1qF,0.101,17.451,0.298,-0.258,0.0046,-0.737,-0.519
55tkrEwOyo1KPmRLWnn1MS3VTiNdFawjgLvZxYnim630,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2kanLaAM6RCkSR8Pg4NXUG3VTiNdFawjgLvZxYnim630,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3IBfUoASEiZaNeloydMKP43VTiNdFawjgLvZxYnim630,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5MCHIUiEjVJKuKxoMgLVZe3VTiNdFawjgLvZxYnim630,-0.005,-0.067,-0.0007,0.006,0.0018,-0.009,-0.0233
22hC1CvSBlxIn2uHL0d0V44W42I43jjck3Go6cOu41Su,0.055,9.137,0.0059,0.017,0.2141,0.044,0.178
22hC1CvSBlxIn2uHL0d0V40jTleYrdz1dRE0f78nXTLd,0.182,10.463,0.0142,-0.027,0.0692,-0.094,0.482
22hC1CvSBlxIn2uHL0d0V43rXdKb2Xkw4pnyw7mFFbsx,0.235,5.123,0.0045,0.029,0.3281,-0.144,0.372
42wOatS5lRuQ84oioLn6g16Dv16BczxJl7jKjPndndAx,0.005,-0.061,-0.0012,0.005,0.0012,0.062,-0.046
0puM1PefvdHYHK5kcQDXpE6Dv16BczxJl7jKjPndndAx,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1htpR3yp6yjlpvd2IV7olS6Dv16BczxJl7jKjPndndAx,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5b7N2FvDXCIHkLLGik6R4D6Dv16BczxJl7jKjPndndAx,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4li0OBUU5YGNgtdb91qZ7U4pDGFMVDhq1UmZQk9aMpSV,0.216,0.665,-0.0075,-0.081,0.008,-0.013,-0.0666
4li0OBUU5YGNgtdb91qZ7U59qyjr8ZvpI3yLGQ3Cj4fo,0.042,8.05,-0.0012,0.036,0.4005,0.002,0.5959
5TcHNz4a9bNWkuYr6j3cuX18kttv09mqZsATC7rXI2dm,0.316,-58.804,0.06,0.16,0.0001,0.003,-0.819
2eLgp0jTcNpxHYykZJrpLK25bpTT091f3xZgP3cUdSgP,0.449,27.541,0.0202,0.048,-0.5881,0.066,-0.205
2eLgp0jTcNpxHYykZJrpLK2j6UOWgc5Vz1nJxIRrAoiE,0.448,23.557,0.0271,0.078,-0.49,0.045,0.082
6mtEqnyriJyS5B18xQBXUN25bpTT091f3xZgP3cUdSgP,0.449,27.541,0.0202,0.048,-0.5881,0.066,-0.205
6mtEqnyriJyS5B18xQBXUN2j6UOWgc5Vz1nJxIRrAoiE,0.448,23.557,0.0271,0.078,-0.49,0.045,0.082
3LeOqlr75FsG7j71GMVJc479pNtmyhWjrAd7shgv6WmY,-0.029,-5.258,-0.0394,0.042,0.482,0.161,0.319
3LeOqlr75FsG7j71GMVJc42DDbjQVMvyH4UPwTPHwQTL,-0.077,1.3,-0.0386,-0.052,0.168,0.152,0.245
3LeOqlr75FsG7j71GMVJc42OVCxfp4VSeSdZsrpv8E3o,0.005,-0.377,-0.0384,0.006,0.603,0.095,-0.159
3LeOqlr75FsG7j71GMVJc426WiwXA6HNog0ov9uVfKFs,-0.132,2.551,-0.0386,0.095,0.625,0.235,0.572
0N5ErvQM7stUWUTeROOWvW2ZbntLz9wdcPsL4NG52rWE,-0.253,-8.938,0.251,-0.336,0.0,-0.7781,-0.359
0N5ErvQM7stUWUTeROOWvW0WzOaQhSyrJVzsczlJYGQf,0.305,16.579,-0.0112,-0.265,0.554,-0.391,0.339
0N5ErvQM7stUWUTeROOWvW7JBQBfifi2uOKtHTo27gdB,0.292,19.098,-0.0204,-0.276,0.459,-0.555,-0.051
0N5ErvQM7stUWUTeROOWvW7nJHNv8p0kLb7hNtAHQWg2,0.319,7.999,0.142,-0.298,0.0077,-0.483,-0.3149
0N5ErvQM7stUWUTeROOWvW3LZONu7ZelAayzUHr5UQFF,0.269,11.595,0.048,-0.123,0.0012,-0.31,-0.259
0N5ErvQM7stUWUTeROOWvW7HpyRzoglReI9WJhvq7QqU,0.339,1.112,0.227,-0.243,0.0056,-0.561,-0.2817
7JFuQSjHY65h90ZdRn02Eu1rJZcY9kUnRJ1AtZOFDagS,0.173,79.212,0.042,-0.07,0.0064,-0.093,0.018
7JFuQSjHY65h90ZdRn02Eu6sqaZjJYuI9TI0mdODnSLa,0.087,87.852,-0.0715,-0.023,5.75e-06,-0.007,0.351
3sQ7ofrJSZaqKjHLYp8jHC6byMPvq4UAqpdke3T5DAGg,0.257,12.146,0.0156,-0.051,-0.0031,0.183,-0.041
3sQ7ofrJSZaqKjHLYp8jHC3g48K7uz2pGWXap5AULSRO,0.176,15.463,0.0719,-0.008,0.2496,0.03,0.2363
63qQe4yi1kL2npXuCoI7uT4u1wrePI3i8hUwWS1RJRko,-0.093,-2.631,0.0852,0.098,0.0175,0.156,-0.02
63qQe4yi1kL2npXuCoI7uT7s9HGwr42etlBJaU7KpAbA,-0.066,2.506,-0.0441,0.014,0.0176,0.331,0.2872
63qQe4yi1kL2npXuCoI7uT79diwQi6Ba6X9AUH9a3taR,-0.115,4.915,-0.0359,0.112,-0.0003,0.342,0.5342
63qQe4yi1kL2npXuCoI7uT2Go0BblipyzwoAWlQrKE7o,-0.153,0.169,-0.0167,0.042,0.1133,0.246,0.7202
63qQe4yi1kL2npXuCoI7uT0jMqbjDYObKxBNzeES9cto,-0.148,-71.218,-0.0531,-0.068,0.3263,-0.067,0.6032
63qQe4yi1kL2npXuCoI7uT3R5J6lnEqn1X6LhLfpy1X3,-0.071,5.872,0.1112,-0.054,0.0132,0.136,0.7622
63qQe4yi1kL2npXuCoI7uT2HPmdGDWpcc4E5UqiLz1rZ,-0.071,-77.963,-0.014,0.011,-0.0006,0.117,-0.064
63qQe4yi1kL2npXuCoI7uT0XW8pZlMmGnrMcT2TCAKS2,-0.286,7.935,-0.0191,-0.134,0.0093,-0.395,0.6732
0ZRylPJOOywX0X5gFMnhZR3dXNhMtIfEtYDvTTQCgwGQ,0.003,-54.21,0.0118,-0.107,0.823,0.007,0.183
1lcqR8gUsUVnCZjaT6brrX3dXNhMtIfEtYDvTTQCgwGQ,0.013,-54.686,0.0132,-0.106,0.823,0.014,0.132
3cY8cOjaN8Lwi08g9Fpr6D3xqdcCI9J1bjO1HaPjRxTi,-0.0455,56.673,0.018,-0.011,-1.81e-06,0.037,-0.056
4pkQxuzzRyNzBmpQXztC3M5k6jboQ4TbfazyCyNxy4LL,0.157,-25.78,-0.0196,0.231,0.0006,0.295,0.237
2SHYJ9EmTY7qS3PUIf5FkT5k6jboQ4TbfazyCyNxy4LL,0.191,1.135,0.0109,-0.063,-0.0319,-0.01,-0.443
3xhgBcdahUudl2ZpEleuO77KMx1k661KcioG7rXXwGON,-0.241,7.466,-0.0265,0.109,-0.0002,0.03,-0.003
39pSfP8fMhKzHlZJZQA0vX66KvqVK90iVAWNpTc43mem,-0.095,-9.53,-0.7623,0.068,0.142,0.245,0.398
7HtvGmcLTcztEplKSxCLyo5v4n8xhRjCy1pZeJ3vMWOk,0.214,-5.79,0.0116,-0.129,0.0006,-0.162,0.0044
7HtvGmcLTcztEplKSxCLyo6MuMrIBPsrOzlXagcRoAG5,0.216,-0.816,0.0028,-0.128,0.0009,-0.012,-0.0157
7HtvGmcLTcztEplKSxCLyo5d9xMGzxHGqp177hrZsp6s,0.245,1.544,0.0014,-0.132,0.0119,0.006,-0.0073
1GCaJJ1JoTTlD6SvNTVlqo4hGEks5sWzv3Q8q8COEYX1,0.09,5.789,0.0051,-0.23,0.0055,-0.451,-0.102
1GCaJJ1JoTTlD6SvNTVlqo10MMia3AKA2f0MrAbNTTAe,0.019,7.456,0.0149,-0.204,-0.001,-0.417,0.355
1GCaJJ1JoTTlD6SvNTVlqo5DtuxzFFBiJ4CFulUhQaTd,0.019,7.456,0.0149,-0.204,-0.001,-0.417,0.355
7tq6w65OrQ0oNnGRQ8VHfa4hGEks5sWzv3Q8q8COEYX1,0.09,5.789,0.0051,-0.23,0.0055,-0.451,-0.102
7tq6w65OrQ0oNnGRQ8VHfa10MMia3AKA2f0MrAbNTTAe,0.019,7.456,0.0149,-0.204,-0.001,-0.417,0.355
7tq6w65OrQ0oNnGRQ8VHfa5DtuxzFFBiJ4CFulUhQaTd,0.019,7.456,0.0149,-0.204,-0.001,-0.417,0.355
6g9lEcVFfBFKOmLeJijLF12BKDU7MRfjkuB1kIoUADEy,-0.064,-2.07,-0.0465,0.081,-0.0028,0.285,0.018
6g9lEcVFfBFKOmLeJijLF15Wn8FZymMHr3lTC5xdj94B,-0.029,4.455,-0.0507,0.094,-0.001,0.199,-0.029
6g9lEcVFfBFKOmLeJijLF14SUn3tFL2yuQBnjBaSwT7Z,-0.004,17.435,-0.0569,0.085,0.0231,0.318,-0.007
1GvLp6ZYqFUpL5jjViWodJ3OHr3grLAQBRajEIn2gNic,-0.086,-58.086,0.4097,-0.144,-0.0001,-0.158,-0.373
7lGyWajheYtP8sKUveGjHo3OHr3grLAQBRajEIn2gNic,0.272,-58.549,0.4086,-0.103,-7.99e-06,0.034,-0.346
4CYkW3oAEaTBz74KP4R1Rt0w2WWqMx58cRLnw94aCBuU,0.032,-0.77,0.0076,-0.241,-0.227,-0.0701,-0.339
4CYkW3oAEaTBz74KP4R1Rt2lcZlljEunP1tKQ7Y1plvf,0.099,-91.77,0.0001,-0.27,-0.4196,-0.0713,-0.489
61keuFUZV4rC2Zxc5gQNeY0w2WWqMx58cRLnw94aCBuU,0.032,-0.77,0.0076,-0.241,-0.227,-0.0701,-0.339
61keuFUZV4rC2Zxc5gQNeY2lcZlljEunP1tKQ7Y1plvf,0.099,-91.77,0.0001,-0.27,-0.4196,-0.0713,-0.489
7ex5yazkaGs29dypNeP6BW5v3RcQMbdWPgD97oyiUQlo,-0.304,-2.175,-0.0585,0.054,-0.0004,0.1,-0.185
16oXjlIsDDwk78A06ABEi75v3RcQMbdWPgD97oyiUQlo,-0.178,4.738,0.04,-0.131,0.0001,-0.372,0.1649
1WhZuGEyMHkYGAa04UqsD63UvGmt9jQmLjqxkR7wE7QA,0.114,57.82,0.1123,0.01,-0.0001,-0.118,-0.286
2LyYZ0ZodirA4lbN7Lzu063r1DRRkV1vxgg42w3MNZec,0.327,-2.744,0.0144,-0.256,0.0374,-0.396,-0.19
2LyYZ0ZodirA4lbN7Lzu064WOZqC3cmqKEpHHs14QIEP,0.335,-2.32,0.0869,-0.198,0.0182,-0.28,-0.1874
2LyYZ0ZodirA4lbN7Lzu061sv3gIy3Lvvd7aU3xHBTs5,0.282,-1.719,0.0156,-0.207,0.0097,-0.086,-0.1759
2LyYZ0ZodirA4lbN7Lzu060J3Mn49h4T4e53QKDf851N,0.248,-4.976,0.0245,-0.192,0.0069,-0.305,-0.1366
2LyYZ0ZodirA4lbN7Lzu0627uZ6YSJJgJpSXHY5x3Xg9,0.292,-3.603,0.0276,-0.233,0.0046,-0.163,-0.1524
2LyYZ0ZodirA4lbN7Lzu064mfWlWGgYTIAtyvfEgVmF4,0.284,-1.683,0.0103,-0.212,0.0162,-0.085,-0.1732
2LyYZ0ZodirA4lbN7Lzu066mQlgk4Vg5l6tz4lX03BX5,0.292,-3.603,0.0276,-0.233,0.0046,-0.163,-0.1524
6Z8CG21MIG4Tdy3qzap3SR3r1DRRkV1vxgg42w3MNZec,0.327,-2.744,0.0144,-0.256,0.0374,-0.396,-0.19
6Z8CG21MIG4Tdy3qzap3SR4WOZqC3cmqKEpHHs14QIEP,0.335,-2.32,0.0869,-0.198,0.0182,-0.28,-0.1874
6Z8CG21MIG4Tdy3qzap3SR1sv3gIy3Lvvd7aU3xHBTs5,0.282,-1.719,0.0156,-0.207,0.0097,-0.086,-0.1759
6Z8CG21MIG4Tdy3qzap3SR0J3Mn49h4T4e53QKDf851N,0.248,-4.976,0.0245,-0.192,0.0069,-0.305,-0.1366
6Z8CG21MIG4Tdy3qzap3SR27uZ6YSJJgJpSXHY5x3Xg9,0.292,-3.603,0.0276,-0.233,0.0046,-0.163,-0.1524
6Z8CG21MIG4Tdy3qzap3SR4mfWlWGgYTIAtyvfEgVmF4,0.284,-1.683,0.0103,-0.212,0.0162,-0.085,-0.1732
6Z8CG21MIG4Tdy3qzap3SR6mQlgk4Vg5l6tz4lX03BX5,0.292,-3.603,0.0276,-0.233,0.0046,-0.163,-0.1524
7opfROxsnFm7yFJBkfYLJC4vUCWsDDOznl6e0fzg351n,0.104,-61.545,0.0203,-0.032,0.0087,-0.013,0.197
7opfROxsnFm7yFJBkfYLJC4zhmjcAGHkTT5NbzuPDhut,-0.058,-2.153,0.0003,-0.19,0.0168,-0.068,0.495
7opfROxsnFm7yFJBkfYLJC61x4J7nZ6WONOeLTdPDY3Z,0.101,-2.102,0.0129,-0.171,0.0022,-0.105,-0.064
7opfROxsnFm7yFJBkfYLJC4YPtUErGtErN3hcuENonRW,0.15,-119.54,0.0088,0.109,0.0004,0.026,0.126
7opfROxsnFm7yFJBkfYLJC0yqr6a3Lj3RXBicUXNXTtb,0.102,-62.764,0.0163,-0.069,0.0018,-0.08,-0.066
7opfROxsnFm7yFJBkfYLJC4i8V04BY4pq3L1cjy2rug3,0.023,-2.708,0.0206,-0.24,0.0003,0.048,0.074
7opfROxsnFm7yFJBkfYLJC1tUEuJnkFpWiphQ1LC8NEG,0.104,-61.545,0.0203,-0.032,0.0087,-0.013,0.197
7opfROxsnFm7yFJBkfYLJC2JVFM2uOUnTiMnTc36xyOk,0.152,-8.164,-0.0005,-0.184,0.0077,-0.087,0.225
3NI1rwn9vc84e5a9mOpLtp4vUCWsDDOznl6e0fzg351n,0.168,-5.645,-0.0057,-0.201,-0.0052,-0.17,-0.232
3NI1rwn9vc84e5a9mOpLtp4zhmjcAGHkTT5NbzuPDhut,0.006,53.747,-0.0257,-0.359,0.0028,-0.225,0.066
3NI1rwn9vc84e5a9mOpLtp61x4J7nZ6WONOeLTdPDY3Z,0.165,53.798,-0.0131,-0.34,-0.0118,-0.262,-0.493
3NI1rwn9vc84e5a9mOpLtp4YPtUErGtErN3hcuENonRW,0.214,-63.64,-0.0172,-0.06,-0.0136,-0.131,-0.303
3NI1rwn9vc84e5a9mOpLtp0yqr6a3Lj3RXBicUXNXTtb,0.166,-6.864,-0.0097,-0.238,-0.0122,-0.237,-0.495
3NI1rwn9vc84e5a9mOpLtp4i8V04BY4pq3L1cjy2rug3,0.087,53.192,-0.0054,-0.409,-0.0137,-0.109,-0.355
3NI1rwn9vc84e5a9mOpLtp1tUEuJnkFpWiphQ1LC8NEG,0.168,-5.645,-0.0057,-0.201,-0.0052,-0.17,-0.232
3NI1rwn9vc84e5a9mOpLtp2JVFM2uOUnTiMnTc36xyOk,0.216,47.736,-0.0265,-0.353,-0.0063,-0.244,-0.204
3h6hi6VfX923YyCl7VtvlR4vUCWsDDOznl6e0fzg351n,0.168,-5.645,-0.0057,-0.201,-0.0052,-0.17,-0.232
3h6hi6VfX923YyCl7VtvlR4zhmjcAGHkTT5NbzuPDhut,0.006,53.747,-0.0257,-0.359,0.0028,-0.225,0.066
3h6hi6VfX923YyCl7VtvlR61x4J7nZ6WONOeLTdPDY3Z,0.165,53.798,-0.0131,-0.34,-0.0118,-0.262,-0.493
3h6hi6VfX923YyCl7VtvlR4YPtUErGtErN3hcuENonRW,0.214,-63.64,-0.0172,-0.06,-0.0136,-0.131,-0.303
3h6hi6VfX923YyCl7VtvlR0yqr6a3Lj3RXBicUXNXTtb,0.166,-6.864,-0.0097,-0.238,-0.0122,-0.237,-0.495
3h6hi6VfX923YyCl7VtvlR4i8V04BY4pq3L1cjy2rug3,0.087,53.192,-0.0054,-0.409,-0.0137,-0.109,-0.355
3h6hi6VfX923YyCl7VtvlR1tUEuJnkFpWiphQ1LC8NEG,0.168,-5.645,-0.0057,-0.201,-0.0052,-0.17,-0.232
3h6hi6VfX923YyCl7VtvlR2JVFM2uOUnTiMnTc36xyOk,0.216,47.736,-0.0265,-0.353,-0.0063,-0.244,-0.204
0iFPYJC7WvCOgt31HBHP0O0L64hkH879aFhv5kU97At3,-0.095,0.645,-0.025,-0.007,-0.088,-0.074,0.144
0iFPYJC7WvCOgt31HBHP0O0a0q6oe72MKtLlkpvwU2mx,0.035,-0.04,-0.0068,0.158,-0.0042,0.061,-0.161
3oCSCEI08JkG3kQdqFrUDa0L64hkH879aFhv5kU97At3,-0.13,0.685,-0.0182,-0.165,-0.0838,-0.135,0.305
3oCSCEI08JkG3kQdqFrUDa0a0q6oe72MKtLlkpvwU2mx,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4LPEEp7wOaKhqv9AGnIgOl0L64hkH879aFhv5kU97At3,-0.13,0.685,-0.0182,-0.165,-0.0838,-0.135,0.305
4LPEEp7wOaKhqv9AGnIgOl0a0q6oe72MKtLlkpvwU2mx,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3cus7Q6wCCgN4BAGLszFQV0L64hkH879aFhv5kU97At3,-0.13,0.685,-0.0182,-0.165,-0.0838,-0.135,0.305
3cus7Q6wCCgN4BAGLszFQV0a0q6oe72MKtLlkpvwU2mx,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772YAFFaP36LJJ0PXQnyN53ti3tGvo1qMOogNnOC8BZA,0.146,0.143,0.0101,-0.031,-4.1e-06,-0.033,0.187
772YAFFaP36LJJ0PXQnyN54UfdS5MxiTTsJ327X9b8gF,0.167,-0.401,0.0087,-0.028,-4.1e-06,-0.072,0.16
2fDwqec4kvZFPHXUGwjA8e3ti3tGvo1qMOogNnOC8BZA,0.146,0.155,0.0101,-0.031,-4.1e-06,-0.033,0.187
2fDwqec4kvZFPHXUGwjA8e4UfdS5MxiTTsJ327X9b8gF,0.167,-0.389,0.0087,-0.028,-4.1e-06,-0.072,0.16
1U2JNnhS5NoW7IHHu2pBZ04anC6r29mCzghTK7gCel35,0.168,12.983,0.0093,-0.04,0.1664,0.065,-0.4041
1U2JNnhS5NoW7IHHu2pBZ06YLxivhiHi5ktnJW3vzMvN,0.04,-63.815,-0.0109,-0.01,0.7334,0.095,0.187
1U2JNnhS5NoW7IHHu2pBZ06EiESj0iSxCttv1tZzRtZV,0.081,-56.224,-0.0205,0.004,0.8614,0.289,0.097
1U2JNnhS5NoW7IHHu2pBZ03oGEhGUzw1wCH36pwN2h32,0.048,7.274,-0.0016,-0.005,0.5354,0.236,-0.088
1U2JNnhS5NoW7IHHu2pBZ06ZgbEQEEoNUzBkbcr4QkyL,-0.14,-22.488,-0.0139,-0.006,0.6194,-0.047,0.37
1U2JNnhS5NoW7IHHu2pBZ03EUHSBZkm4MisFQfLQQyQe,0.128,-67.939,0.0406,-0.044,-0.0145,0.048,-0.3825
1U2JNnhS5NoW7IHHu2pBZ00AaMPE81nwWq3uISDqppWw,-0.094,-19.009,-0.0244,0.054,0.8424,-0.064,0.259
1U2JNnhS5NoW7IHHu2pBZ041UoQ72tVCS38KuZ2bNqkw,0.03,-10.292,-0.0153,-0.007,0.8044,-0.046,0.293
6gsE0Ta5w00Vd4vfCI6NkZ1Px3v8BFCWfUa9jLZa6y5C,0.214,15.577,0.0686,-0.21,-0.0072,-0.222,-0.2929
6gsE0Ta5w00Vd4vfCI6NkZ7bh2qdX2SI23t40hmyfXKT,0.213,8.545,0.0135,-0.053,0.0317,-0.044,0.151
6gsE0Ta5w00Vd4vfCI6NkZ6EOcJ27R2UsedpPL50X0fa,0.144,33.809,0.058,-0.15,-0.0072,-0.036,0.419
6gsE0Ta5w00Vd4vfCI6NkZ734E30fOlueQ8ejzQbw86f,0.219,16.031,0.0162,-0.177,0.4719,-0.2,0.299
6gsE0Ta5w00Vd4vfCI6NkZ0GSeC1knpFUKW7LBfKoVEc,0.235,26.574,0.0299,-0.216,0.0708,-0.603,0.147
6gsE0Ta5w00Vd4vfCI6NkZ0qPHhLHFqb65GSn8uiw7Zx,0.126,-12.854,0.0267,-0.171,0.0847,-0.318,0.238
6gsE0Ta5w00Vd4vfCI6NkZ7LBDZwgTUorF5GvSm3h6Q0,0.08,26.363,0.051,-0.123,0.1179,-0.155,-0.19
4Yux3lqY6Ks2XJiWGA5zul3mO2y6FK02RYIiNisTblV3,0.002,-9.947,-0.0103,0.004,-0.296,0.395,0.088
4Yux3lqY6Ks2XJiWGA5zul060AqLyD2fepr741kgX0gt,0.019,76.456,0.0335,-0.179,-0.623,0.173,-0.6101
4Yux3lqY6Ks2XJiWGA5zul41UzBNykRyFR6DMvumdLqY,-0.117,2.313,-0.0104,0.002,-0.001,0.349,0.063
4Yux3lqY6Ks2XJiWGA5zul5hvbp04tO1JlZeSNuqCFZp,0.03,-10.456,0.0212,0.003,-0.7872,-0.017,-0.6059
4Yux3lqY6Ks2XJiWGA5zul3DRx1LLispOSFj2UKRUVAD,-0.059,-4.79,-0.0055,0.085,0.018,0.307,-0.168
4Yux3lqY6Ks2XJiWGA5zul7vOABGpiRD1c0IwqyZQkCz,0.033,-13.333,-0.0026,0.084,-0.8009,0.06,-0.6017
4Yux3lqY6Ks2XJiWGA5zul5sNscEVLDuvjod0LFii8B3,-0.073,-11.647,-0.0105,0.003,-0.483,0.284,-0.5595
4Yux3lqY6Ks2XJiWGA5zul77jO0WSFrcJoHwh0OSh4zj,0.014,-7.763,-0.0077,-0.016,-0.441,0.333,-0.099
4Yux3lqY6Ks2XJiWGA5zul6fPH483hffHzJiCXxCBQib,0.006,-13.478,-0.0075,0.041,-0.766,0.168,-0.608
4Yux3lqY6Ks2XJiWGA5zul7kiodV8L1PkayN4dXkex4d,0.011,-10.918,-0.009,0.024,0.015,0.33,0.032
4Yux3lqY6Ks2XJiWGA5zul55RenLOqqqWhskKIoPZp2Y,-0.017,-9.48,-0.0055,0.176,-0.365,0.407,-0.118
4Yux3lqY6Ks2XJiWGA5zul5O41JgI7YJeIA0sbUnllce,-0.12,-4.159,-0.0035,0.172,-0.507,0.299,0.026
4Yux3lqY6Ks2XJiWGA5zul73utidUyQVbXhNOMzqZxb7,0.007,-11.006,0.0117,-0.011,-0.243,0.048,-0.5239
6NhWz5c9LZcLFZbNYp35Xh6xKnrPqPbfsXkYmAFT4zCM,0.278,62.245,0.0753,-0.006,-0.0002,0.152,-0.633
0yaUXvTLNwag5OrMetHOhW4qL9fHE5VZHBX0xvQzu0Is,-0.002,-0.035,0.0044,0.006,0.0051,-0.005,0.0017
0yaUXvTLNwag5OrMetHOhW7aYOR6HQC3cnjxpjUxvH3p,-0.004,-0.039,0.0064,0.005,0.0011,0.005,0.002
255zg2kzJRA0JEOxYwMaUs43gPv6Pp5Ou8jQ3XHoGrnT,0.057,68.365,0.0012,-0.087,0.2124,0.1614,0.153
255zg2kzJRA0JEOxYwMaUs0rSTTyLNuwpZsIGuDDFtkK,0.056,0.966,0.0025,-0.015,0.1644,0.1534,0.174
255zg2kzJRA0JEOxYwMaUs5rh9zc92Ud0w1JWwQKuDru,0.177,80.7,0.0058,-0.07,0.0085,0.1984,-0.517
255zg2kzJRA0JEOxYwMaUs74HeZjww8R1WQvZO7UysfK,0.05,3.868,-0.001,0.005,0.7894,0.1904,-0.077
255zg2kzJRA0JEOxYwMaUs0ZemFwwwt7bgZPjnJKPxjt,0.084,80.346,0.0026,-0.156,0.0631,0.1424,0.03
2wQrDUl5XnQFZJfgMGLAEN1Ce8i9lIqBXsgmEbx7J9qT,-0.047,-12.995,-0.0005,-0.057,0.2231,-0.124,0.047
2wQrDUl5XnQFZJfgMGLAEN2l3hlFTS3fVvVHmnBY1ry6,-0.185,-8.172,0.0085,-0.033,-0.0028,-0.194,0.133
2wQrDUl5XnQFZJfgMGLAEN3yHtLu2Agh5KZ8RoxGUyGW,-0.124,5.758,0.0142,-0.057,-0.0286,0.03,0.44
2wQrDUl5XnQFZJfgMGLAEN2tKF1DS13yhCoxona3W1YL,0.024,-15.072,-0.0008,-0.003,0.0104,-0.008,-0.0307
2wQrDUl5XnQFZJfgMGLAEN1tNdYleRmGeWJYbswpfKHQ,0.064,-12.772,-0.0025,0.035,0.6621,-0.189,0.247
2wQrDUl5XnQFZJfgMGLAEN7e2kkFgslZeOzivo6u0zhq,0.136,3.999,0.0005,-0.033,0.0225,-0.221,-0.0546
2wQrDUl5XnQFZJfgMGLAEN66rxCPAonImVG3M4cwayKj,0.062,10.551,0.0016,0.082,0.2681,0.128,0.111
2wQrDUl5XnQFZJfgMGLAEN52gm9sNXLYw4siPVLaaqKD,0.124,-14.228,0.0021,-0.046,0.2461,-0.25,-0.0579
2wQrDUl5XnQFZJfgMGLAEN11yK5THhtXPE8YljJv7OnQ,0.024,-15.072,-0.0008,-0.003,0.0104,-0.008,-0.0307
2wQrDUl5XnQFZJfgMGLAEN75rH9d5xAQiXg5ND3UdMkM,0.154,-3.981,0.0049,-0.163,0.1061,-0.116,-0.0552
2wQrDUl5XnQFZJfgMGLAEN3eHfjaNCkIARjLIfAe9baD,-0.151,24.573,-0.0009,-0.062,0.6681,-0.062,-0.103
2wQrDUl5XnQFZJfgMGLAEN18k0CHUHOC2GedYZqbUkMv,-0.079,-13.741,-0.0009,-0.011,-0.0251,-0.236,0.389
2wQrDUl5XnQFZJfgMGLAEN5TGmRXrxL2zQjD1DI0lneV,0.062,10.551,0.0016,0.082,0.2681,0.128,0.111
2wQrDUl5XnQFZJfgMGLAEN48jKuINsTpLupxmGJTVK2y,0.064,-12.772,-0.0025,0.035,0.6621,-0.189,0.247
2wQrDUl5XnQFZJfgMGLAEN23yCrUSSFNtQjFINb3S45W,-0.088,-13.74,-0.0006,-0.015,-0.0252,-0.245,0.428
